Profit,Customer Name,Segment,Category
-4.75,Dianna Vittorini,Consumer,Office Supplies
30.48,Dianna Vittorini,Consumer,Technology
4.97,Bruce Degenhardt,Consumer,Furniture
144.52,Bruce Degenhardt,Consumer,Office Supplies
-20.14,Zuschuss Carroll,Consumer,Technology
7.26,Zuschuss Carroll,Consumer,Office Supplies
-12.90,Zuschuss Carroll,Consumer,Office Supplies
3.63,Zuschuss Carroll,Consumer,Office Supplies
1.17,Melanie Seite,Consumer,Office Supplies
9.75,Melanie Seite,Consumer,Technology
22.07,Lena Radford,Consumer,Office Supplies
434.99,Lena Radford,Consumer,Technology
55.75,Lena Radford,Consumer,Technology
91.77,Lena Radford,Consumer,Furniture
1.02,Theone Pippenger,Consumer,Office Supplies
-28.80,Chloris Kastensmidt,Consumer,Technology
-115.35,Chloris Kastensmidt,Consumer,Technology
0.73,Chloris Kastensmidt,Consumer,Office Supplies
17.85,Alan Shonely,Consumer,Office Supplies
5.14,Alan Shonely,Consumer,Furniture
-5.53,Alan Shonely,Consumer,Office Supplies
-31.67,Alan Shonely,Consumer,Office Supplies
47.82,Alan Shonely,Consumer,Office Supplies
-2.63,Andrew Roberts,Consumer,Office Supplies
2.38,Andrew Roberts,Consumer,Office Supplies
-10.12,Andrew Roberts,Consumer,Technology
41.58,Nona Balk,Corporate,Technology
5.70,Nona Balk,Corporate,Office Supplies
2.64,Giulietta Dortch,Corporate,Office Supplies
-157.94,Giulietta Dortch,Corporate,Technology
15.99,Clytie Kelty,Consumer,Technology
-2.80,Clytie Kelty,Consumer,Office Supplies
15.79,Nat Gilpin,Corporate,Furniture
3.08,Nat Gilpin,Corporate,Furniture
33.57,Nat Gilpin,Corporate,Office Supplies
10.99,Nat Gilpin,Corporate,Technology
27.29,Nat Gilpin,Corporate,Furniture
-14.77,Christina Anderson,Consumer,Office Supplies
87.57,Sylvia Foulston,Corporate,Furniture
178.90,Sylvia Foulston,Corporate,Office Supplies
130.87,Sylvia Foulston,Corporate,Office Supplies
46.93,Sylvia Foulston,Corporate,Office Supplies
12.09,Meg O'Connel,Home Office,Furniture
28.18,Annie Thurman,Consumer,Office Supplies
5.14,Logan Currie,Consumer,Office Supplies
6.09,Logan Currie,Consumer,Office Supplies
-51.72,Fred McMath,Consumer,Office Supplies
29.95,Fred McMath,Consumer,Technology
30.08,Fred McMath,Consumer,Technology
2.46,Brian Dahlen,Consumer,Technology
85.53,Brian Dahlen,Consumer,Office Supplies
43.22,Denny Joy,Corporate,Furniture
-13.85,Max Engle,Consumer,Office Supplies
12.23,Max Engle,Consumer,Office Supplies
272.79,Rick Bensley,Home Office,Furniture
5.01,Rick Bensley,Home Office,Office Supplies
6.03,Justin Deggeller,Corporate,Furniture
85.90,John Lee,Consumer,Office Supplies
12.60,John Lee,Consumer,Office Supplies
54.33,Sean Christensen,Consumer,Technology
3.18,Tamara Willingham,Home Office,Office Supplies
56.51,Chuck Clark,Home Office,Office Supplies
9.86,Barry Blumstein,Corporate,Office Supplies
3.01,Barry Blumstein,Corporate,Office Supplies
6.07,Anthony Rawles,Corporate,Furniture
22.68,Anthony Rawles,Corporate,Technology
31.60,Anthony Rawles,Corporate,Technology
178.32,Steven Roelle,Home Office,Office Supplies
45.98,Allen Rosenblatt,Corporate,Office Supplies
10.31,Allen Rosenblatt,Corporate,Technology
8.52,Craig Reiter,Consumer,Office Supplies
-2.65,Craig Reiter,Consumer,Office Supplies
45.32,Craig Reiter,Consumer,Office Supplies
-50.10,Eugene Hildebrand,Home Office,Furniture
-3.46,Eugene Hildebrand,Home Office,Office Supplies
124.93,Cassandra Brandow,Consumer,Office Supplies
-135.77,Cassandra Brandow,Consumer,Office Supplies
-118.13,Cassandra Brandow,Consumer,Furniture
-4.22,Cassandra Brandow,Consumer,Office Supplies
18.40,Sibella Parks,Corporate,Office Supplies
5.26,Roy Collins,Consumer,Office Supplies
2.08,Tiffany House,Corporate,Office Supplies
28.71,Tiffany House,Corporate,Office Supplies
28.62,Tiffany House,Corporate,Technology
8.73,Resi Pölking,Consumer,Furniture
-14.39,Meg O'Connel,Home Office,Furniture
-71.89,Meg O'Connel,Home Office,Furniture
11.36,Meg O'Connel,Home Office,Office Supplies
1.71,Tamara Dahlen,Consumer,Office Supplies
16.59,Rob Beeghly,Consumer,Office Supplies
17.51,Rob Beeghly,Consumer,Office Supplies
40.75,Rob Beeghly,Consumer,Technology
-7.39,Carol Darley,Consumer,Office Supplies
4.52,Carol Darley,Consumer,Technology
-41.26,Carol Darley,Consumer,Furniture
-320.24,Carol Darley,Consumer,Office Supplies
4.66,Doug Jacobs,Consumer,Office Supplies
2.60,Doug Jacobs,Consumer,Office Supplies
18.52,Doug Jacobs,Consumer,Office Supplies
-3839.99,Grant Thornton,Corporate,Technology
14.65,Grant Thornton,Corporate,Office Supplies
163.19,Michael Chen,Consumer,Technology
6.87,Michael Chen,Consumer,Office Supplies
9.33,Michael Chen,Consumer,Office Supplies
4.80,Ralph Arnett,Consumer,Furniture
14.56,Naresj Patel,Consumer,Furniture
74.05,Naresj Patel,Consumer,Technology
10.32,Naresj Patel,Consumer,Office Supplies
24.94,Alan Barnes,Consumer,Technology
16.03,Alan Barnes,Consumer,Office Supplies
17.35,Jesus Ocampo,Home Office,Office Supplies
17.76,Jesus Ocampo,Home Office,Office Supplies
62.81,Jesus Ocampo,Home Office,Office Supplies
31.75,Jesus Ocampo,Home Office,Office Supplies
0.81,Jesus Ocampo,Home Office,Office Supplies
-13.63,Jesus Ocampo,Home Office,Office Supplies
-3.43,Jesus Ocampo,Home Office,Office Supplies
4.14,Dorris liebe,Corporate,Furniture
35.68,Alejandro Savely,Corporate,Furniture
-13.87,Jay Kimmel,Consumer,Furniture
3.63,Brad Norvell,Corporate,Office Supplies
18.77,Brad Norvell,Corporate,Office Supplies
2.28,Brad Norvell,Corporate,Technology
52.78,David Philippe,Consumer,Technology
-110.49,David Philippe,Consumer,Furniture
15.77,David Philippe,Consumer,Office Supplies
26.63,Tracy Hopkins,Home Office,Office Supplies
8.86,Arthur Prichep,Consumer,Office Supplies
109.72,Roland Schwarz,Corporate,Office Supplies
89.31,Roland Schwarz,Corporate,Technology
113.99,Roland Schwarz,Corporate,Technology
6.97,Dorris liebe,Corporate,Office Supplies
3.08,Seth Vernon,Consumer,Furniture
24.48,Kelly Collister,Consumer,Furniture
19.44,Christine Kargatis,Home Office,Office Supplies
22.00,Christine Kargatis,Home Office,Furniture
73.41,Ross DeVincentis,Home Office,Office Supplies
231.41,Michael Paige,Corporate,Furniture
80.02,Michael Paige,Corporate,Office Supplies
21.11,Mathew Reese,Home Office,Furniture
5.13,Steve Chapman,Corporate,Office Supplies
6.37,Jay Fein,Consumer,Office Supplies
5.60,Jay Fein,Consumer,Technology
84.05,Emily Grady,Consumer,Office Supplies
-153.35,Emily Grady,Consumer,Furniture
10.09,Emily Grady,Consumer,Office Supplies
102.50,Emily Grady,Consumer,Furniture
3.02,Emily Grady,Consumer,Office Supplies
9.72,Darrin Sayre,Home Office,Office Supplies
86.39,Darrin Sayre,Home Office,Technology
33.65,Darrin Sayre,Home Office,Office Supplies
9.43,Darrin Sayre,Home Office,Office Supplies
18.70,Darrin Sayre,Home Office,Furniture
6.55,Darrin Sayre,Home Office,Office Supplies
8.50,Gary Zandusky,Consumer,Technology
4.27,Phillina Ober,Home Office,Office Supplies
-64.77,Phillina Ober,Home Office,Office Supplies
-5.49,Phillina Ober,Home Office,Office Supplies
-10.95,Sung Shariari,Consumer,Office Supplies
1.15,Sung Shariari,Consumer,Office Supplies
1.68,Sung Shariari,Consumer,Office Supplies
6.21,Sung Shariari,Consumer,Office Supplies
-28.36,Maya Herman,Corporate,Furniture
7.19,Maya Herman,Corporate,Office Supplies
0.90,Peter Bühler,Consumer,Technology
26.70,Roland Fjeld,Consumer,Office Supplies
56.79,Roland Fjeld,Consumer,Furniture
22.79,Roland Fjeld,Consumer,Office Supplies
1.41,Roland Fjeld,Consumer,Office Supplies
374.99,Yoseph Carroll,Corporate,Technology
28.77,Melanie Seite,Consumer,Furniture
-167.32,Nona Balk,Corporate,Furniture
6.88,Debra Catini,Consumer,Office Supplies
47.92,Debra Catini,Consumer,Technology
4.27,Christine Phan,Corporate,Office Supplies
10.22,Barry Französisch,Corporate,Office Supplies
27.99,Andrew Roberts,Consumer,Office Supplies
5.70,Julie Creighton,Corporate,Office Supplies
-27.00,Lisa Hazard,Consumer,Technology
5.34,Chris Selesnick,Corporate,Office Supplies
25.47,Chris Selesnick,Corporate,Office Supplies
258.70,Chris Selesnick,Corporate,Technology
2.71,Chris Selesnick,Corporate,Office Supplies
34.35,Chris Selesnick,Corporate,Office Supplies
23.32,Anthony Johnson,Corporate,Furniture
179.75,Laurel Elliston,Consumer,Furniture
9.14,Benjamin Venier,Corporate,Office Supplies
51.75,Benjamin Venier,Corporate,Technology
16.18,Benjamin Venier,Corporate,Office Supplies
3.47,Benjamin Venier,Corporate,Office Supplies
10.88,Benjamin Venier,Corporate,Office Supplies
14.52,Benjamin Venier,Corporate,Furniture
3.69,Dan Lawera,Consumer,Office Supplies
40.80,Nick Zandusky,Home Office,Furniture
28.17,Nick Zandusky,Home Office,Office Supplies
11.72,Nick Zandusky,Home Office,Office Supplies
1.93,Nick Zandusky,Home Office,Office Supplies
-22.45,Bryan Mills,Consumer,Office Supplies
-2.70,Bryan Mills,Consumer,Technology
-15.62,Bryan Mills,Consumer,Furniture
0.60,Bryan Mills,Consumer,Technology
87.74,Erin Ashbrook,Corporate,Office Supplies
5.89,Clay Ludtke,Consumer,Office Supplies
34.89,Liz Thompson,Consumer,Furniture
69.10,Sue Ann Reed,Consumer,Office Supplies
4.16,Sue Ann Reed,Consumer,Office Supplies
21.09,Sue Ann Reed,Consumer,Office Supplies
79.91,Sue Ann Reed,Consumer,Furniture
85.25,Joe Kamberova,Consumer,Technology
4.58,Erica Smith,Consumer,Office Supplies
10.64,Erica Smith,Consumer,Office Supplies
9.88,Rick Hansen,Consumer,Office Supplies
63.74,David Bremer,Corporate,Office Supplies
6.22,David Bremer,Corporate,Office Supplies
10.35,David Bremer,Corporate,Office Supplies
17.75,Carlos Daly,Consumer,Furniture
7.34,Helen Wasserman,Corporate,Furniture
18.90,Helen Wasserman,Corporate,Technology
99.49,Helen Wasserman,Corporate,Office Supplies
6.22,Mike Caudle,Corporate,Office Supplies
6.22,Gary McGarr,Consumer,Furniture
4.32,Russell Applegate,Consumer,Office Supplies
248.00,Russell Applegate,Consumer,Technology
11.08,Allen Armold,Consumer,Furniture
50.99,Allen Armold,Consumer,Technology
3.23,Zuschuss Carroll,Consumer,Office Supplies
311.65,Zuschuss Carroll,Consumer,Furniture
62.04,Zuschuss Carroll,Consumer,Office Supplies
2.58,Zuschuss Carroll,Consumer,Technology
6.22,Pauline Johnson,Consumer,Furniture
601.97,Pauline Johnson,Consumer,Technology
24.88,Bart Watters,Corporate,Office Supplies
1.87,Dean Braden,Consumer,Office Supplies
14.52,Cynthia Arntzen,Consumer,Office Supplies
-2.43,Cynthia Arntzen,Consumer,Office Supplies
0.00,Cynthia Arntzen,Consumer,Furniture
-22.80,Cynthia Arntzen,Consumer,Office Supplies
117.43,Cynthia Arntzen,Consumer,Office Supplies
71.99,Toby Ritter,Consumer,Technology
4.81,Toby Ritter,Consumer,Office Supplies
4.07,Patrick Gardner,Consumer,Technology
40.31,Patrick Gardner,Consumer,Technology
16.80,Greg Tran,Consumer,Office Supplies
10.80,Greg Tran,Consumer,Office Supplies
7.49,Greg Tran,Consumer,Office Supplies
90.59,Joel Eaton,Consumer,Furniture
50.58,Joel Eaton,Consumer,Office Supplies
51.83,Joel Eaton,Consumer,Technology
17.16,Joel Eaton,Consumer,Technology
2.64,Jennifer Braxton,Corporate,Office Supplies
6.52,Jennifer Braxton,Corporate,Office Supplies
-111.50,Jennifer Braxton,Corporate,Technology
-79.34,Lisa Hazard,Consumer,Office Supplies
3.26,James Lanier,Home Office,Office Supplies
1.58,Ed Braxton,Corporate,Technology
16.32,Brian Moss,Corporate,Office Supplies
3.34,Brian Moss,Corporate,Office Supplies
9.30,Brian Moss,Corporate,Furniture
11.70,Eudokia Martin,Corporate,Office Supplies
8.77,Eudokia Martin,Corporate,Office Supplies
3.29,Eudokia Martin,Corporate,Office Supplies
6.87,Eudokia Martin,Corporate,Office Supplies
23.44,Art Foster,Consumer,Technology
77.74,Art Foster,Consumer,Furniture
8.56,Guy Armstrong,Consumer,Furniture
49.60,Cyma Kinney,Corporate,Technology
1.34,Dave Poirier,Corporate,Office Supplies
18.66,Dave Poirier,Corporate,Office Supplies
50.19,Valerie Dominguez,Consumer,Office Supplies
14.67,Greg Tran,Consumer,Furniture
9.72,Greg Tran,Consumer,Office Supplies
18.78,Berenike Kampe,Consumer,Office Supplies
26.60,Berenike Kampe,Consumer,Office Supplies
5.77,Berenike Kampe,Consumer,Office Supplies
3.58,Sanjit Jacobs,Home Office,Office Supplies
3.58,Sanjit Jacobs,Home Office,Office Supplies
0.15,Chuck Magee,Consumer,Office Supplies
10.63,Chuck Magee,Consumer,Office Supplies
40.69,Anthony Johnson,Corporate,Technology
0.59,Anthony Johnson,Corporate,Office Supplies
5.18,Anthony Johnson,Corporate,Technology
1.36,Anthony Jacobs,Corporate,Office Supplies
21.30,Anthony Jacobs,Corporate,Furniture
5.18,Linda Southworth,Corporate,Office Supplies
-35.93,Guy Phonely,Corporate,Office Supplies
-760.98,Paul Knutson,Home Office,Office Supplies
-46.80,Paul Knutson,Home Office,Technology
17.22,Tracy Blumstein,Consumer,Office Supplies
5.23,Sally Matthias,Consumer,Office Supplies
37.22,Sally Matthias,Consumer,Office Supplies
67.26,Guy Armstrong,Consumer,Office Supplies
64.52,Chuck Clark,Home Office,Furniture
13.20,Chuck Clark,Home Office,Technology
66.95,Chuck Clark,Home Office,Technology
-4.12,Anthony Garverick,Home Office,Office Supplies
23.11,Harold Pawlan,Home Office,Office Supplies
262.39,Harold Pawlan,Home Office,Furniture
8.33,Dave Kipp,Consumer,Office Supplies
5.93,Gary Zandusky,Consumer,Office Supplies
10.05,Peter McVee,Home Office,Furniture
5.94,Lauren Leatherbury,Consumer,Furniture
4.53,Jill Stevenson,Corporate,Office Supplies
1.68,Olvera Toch,Consumer,Office Supplies
18.45,Ed Ludwig,Home Office,Office Supplies
16.99,Cyma Kinney,Corporate,Office Supplies
15.00,Jeremy Ellison,Consumer,Technology
18.60,Jeremy Ellison,Consumer,Office Supplies
2.04,Tracy Hopkins,Home Office,Office Supplies
5.41,Tracy Hopkins,Home Office,Office Supplies
135.98,Tracy Hopkins,Home Office,Technology
42.07,Pamela Coakley,Corporate,Office Supplies
24.50,Pamela Coakley,Corporate,Office Supplies
5.09,Hunter Lopez,Consumer,Office Supplies
51.80,Maribeth Schnelling,Consumer,Office Supplies
22.54,George Bell,Corporate,Office Supplies
-6.53,Justin Ritter,Corporate,Office Supplies
3.39,Tamara Dahlen,Consumer,Office Supplies
-32.09,Tamara Dahlen,Consumer,Office Supplies
20.25,Dave Brooks,Consumer,Technology
9.62,Logan Currie,Consumer,Office Supplies
2.60,Logan Currie,Consumer,Office Supplies
6.22,Logan Currie,Consumer,Office Supplies
12.12,Patrick O'Donnell,Consumer,Furniture
2.73,Patrick O'Donnell,Consumer,Technology
19.79,Patrick O'Donnell,Consumer,Office Supplies
323.95,Bill Eplett,Home Office,Technology
829.38,Bill Eplett,Home Office,Technology
81.05,Bill Eplett,Home Office,Office Supplies
9.10,Sample Company A,Home Office,Furniture
19.25,Brian Moss,Corporate,Furniture
56.05,Brian Moss,Corporate,Technology
-18.56,Kelly Lampkin,Corporate,Furniture
-57.00,Kelly Lampkin,Corporate,Furniture
-14.57,Kelly Lampkin,Corporate,Office Supplies
50.41,Rob Williams,Corporate,Office Supplies
-0.81,Rob Williams,Corporate,Office Supplies
6.88,Roy Collins,Consumer,Office Supplies
34.91,Sanjit Engle,Consumer,Technology
10.56,Sanjit Engle,Consumer,Technology
113.85,Sanjit Engle,Consumer,Office Supplies
294.55,Adam Hart,Corporate,Office Supplies
5.44,Jessica Myrick,Consumer,Office Supplies
53.55,Jessica Myrick,Consumer,Technology
12.94,Joel Jenkins,Home Office,Office Supplies
9.52,Joel Jenkins,Home Office,Office Supplies
2.55,Alan Barnes,Consumer,Office Supplies
21.34,Alan Barnes,Consumer,Office Supplies
5.03,Alan Barnes,Consumer,Office Supplies
4.11,Ralph Kennedy,Consumer,Office Supplies
15.21,Catherine Glotzbach,Home Office,Office Supplies
-21.79,Catherine Glotzbach,Home Office,Office Supplies
5.44,Catherine Glotzbach,Home Office,Office Supplies
33.58,Catherine Glotzbach,Home Office,Office Supplies
54.40,Ruben Ausman,Corporate,Technology
6.22,Rachel Payne,Corporate,Office Supplies
34.96,Rachel Payne,Corporate,Office Supplies
8.05,Karen Carlisle,Corporate,Office Supplies
2.21,Rob Williams,Corporate,Office Supplies
41.79,Rob Williams,Corporate,Furniture
15.55,John Lucas,Consumer,Office Supplies
140.55,John Lucas,Consumer,Office Supplies
62.91,John Lucas,Consumer,Office Supplies
-204.45,Cynthia Arntzen,Consumer,Furniture
-12.91,Ross Baird,Home Office,Furniture
75.54,Ross Baird,Home Office,Furniture
-619.60,Ross Baird,Home Office,Furniture
5.44,Ross Baird,Home Office,Office Supplies
7.92,Ross Baird,Home Office,Office Supplies
7.64,Katherine Hughes,Consumer,Furniture
2.72,Greg Hansen,Consumer,Office Supplies
-11.60,Greg Hansen,Consumer,Furniture
43.45,Scott Williamson,Consumer,Office Supplies
2.59,Joseph Airdo,Consumer,Technology
-3.17,Joseph Airdo,Consumer,Office Supplies
5.64,Joseph Airdo,Consumer,Office Supplies
53.20,Daniel Lacy,Consumer,Furniture
28.14,Lindsay Williams,Corporate,Furniture
3.06,Thomas Brumley,Home Office,Office Supplies
10.94,Cynthia Voltz,Corporate,Office Supplies
1.67,Maribeth Schnelling,Consumer,Office Supplies
4.81,Bryan Spruell,Home Office,Office Supplies
9.71,Bryan Spruell,Home Office,Office Supplies
6.22,Bryan Spruell,Home Office,Office Supplies
91.97,Bryan Spruell,Home Office,Office Supplies
4.23,Bryan Spruell,Home Office,Office Supplies
0.00,Bryan Spruell,Home Office,Office Supplies
28.60,Delfina Latchford,Consumer,Furniture
-31.05,Delfina Latchford,Consumer,Technology
-13.63,Delfina Latchford,Consumer,Office Supplies
10.15,Delfina Latchford,Consumer,Office Supplies
3.22,Phillina Ober,Home Office,Technology
25.58,Phillina Ober,Home Office,Office Supplies
-0.79,Tamara Dahlen,Consumer,Office Supplies
680.00,Bart Watters,Corporate,Technology
-2.63,Robert Waldorf,Consumer,Office Supplies
16.67,Ken Brennan,Corporate,Office Supplies
93.22,Emily Burns,Consumer,Furniture
0.81,Tracy Zic,Consumer,Office Supplies
56.00,Tracy Zic,Consumer,Technology
75.49,Tracy Zic,Consumer,Furniture
2.59,Ann Steele,Home Office,Office Supplies
9.44,Ann Steele,Home Office,Office Supplies
44.87,Ann Steele,Home Office,Technology
-1.89,Toby Swindell,Consumer,Office Supplies
72.81,John Grady,Corporate,Furniture
5.21,John Grady,Corporate,Office Supplies
131.28,Sara Luxemburg,Home Office,Furniture
5.48,Troy Staebel,Consumer,Office Supplies
4.91,Roland Fjeld,Consumer,Office Supplies
69.71,Roland Fjeld,Consumer,Office Supplies
1276.49,Mitch Willingham,Corporate,Office Supplies
173.03,Mitch Willingham,Corporate,Technology
4.91,Rob Dowd,Consumer,Office Supplies
9.89,Rob Dowd,Consumer,Office Supplies
9.16,Rob Dowd,Consumer,Furniture
12.91,Rob Dowd,Consumer,Furniture
11.45,Frank Merwin,Home Office,Office Supplies
762.18,Rick Hansen,Consumer,Technology
-290.88,Rick Hansen,Consumer,Furniture
9.33,Rick Hansen,Consumer,Office Supplies
92.08,Ryan Akin,Consumer,Office Supplies
40.35,Joe Kamberova,Consumer,Office Supplies
2.48,Meg Tillman,Consumer,Office Supplies
-3.52,Meg Tillman,Consumer,Office Supplies
20.59,Patrick O'Brill,Consumer,Office Supplies
6.00,Annie Thurman,Consumer,Technology
27.31,Vivek Gonzalez,Consumer,Furniture
46.58,Philip Fox,Consumer,Furniture
4.07,Philip Fox,Consumer,Office Supplies
356.04,John Stevenson,Consumer,Furniture
36.85,John Stevenson,Consumer,Technology
15.55,Meg O'Connel,Home Office,Office Supplies
6.70,Kalyca Meade,Corporate,Furniture
63.89,Kalyca Meade,Corporate,Furniture
2.50,Kalyca Meade,Corporate,Technology
156.43,Kalyca Meade,Corporate,Office Supplies
8.87,Greg Tran,Consumer,Office Supplies
316.88,Greg Tran,Consumer,Furniture
648.56,Greg Tran,Consumer,Technology
2.17,Philip Brown,Consumer,Office Supplies
4.28,Hallie Redmond,Home Office,Office Supplies
5.44,Deanra Eno,Home Office,Office Supplies
20.58,Deanra Eno,Home Office,Office Supplies
-9.87,Deanra Eno,Home Office,Technology
83.28,Laura Armstrong,Corporate,Office Supplies
57.41,Laura Armstrong,Corporate,Technology
213.74,Laura Armstrong,Corporate,Furniture
52.13,Laura Armstrong,Corporate,Furniture
7.06,Laura Armstrong,Corporate,Office Supplies
5.10,Allen Goldenen,Consumer,Office Supplies
